            opportunity_id            |                    agency_name                     |   category    | opportunity_status |                                                                                                                 opportunity_title                                                                                                                 |                   agency_email_address                    |                                                                                                                                                                                                                                                                                      applicant_types                                                                                                                                                                                                                                                                                      | archive_date | award_ceiling | award_floor | close_date |        created_at         | estimated_total_program_funding | expected_number_of_awards | forecasted_award_date | forecasted_close_date | forecasted_post_date | forecasted_project_start_date |                                                                                                             funding_categories                                                                                                             |                         funding_instruments                         | is_cost_sharing | post_date  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            summary_description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
 d328b689-058f-47a8-b290-fd3f7b36bafd | Dept of the Army -- Materiel Command               | discretionary | posted             | Tactical Behaviors for Autonomous Maneuver                                                                                                                                                                                                        | usarmy.adelphi.devcom-arl.mbx.tbam-crp-questions@army.mil | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |              |       2300000 |      100000 |            | 2022-04-22T19:50:12+00:00 |                                 |                           |                       |                       |                      |                               | ["science_technology_and_other_research_and_development"]                                                                                                                                                                                  | ["cooperative_agreement"]                                           | f               | 2022-04-22 | **UPDATE 5 APRIL 2024: The proposal submission date has been updated to 24 April 2024. The FOA has been amended to reflect this submission date and include a Question and Answer document based on questions received from interested applicants. Other than the updated proposal submission date in the FOA, the actual FOA Amendment has not been changed. However, the answers provided in the Q&A document are considered part of the FOA Amendment.** **CYCLE 2 UPDATE 20 MARCH 2024 - THE OPPORTUNITY WEBINAR FOR CYCLE 2 WILL BE HELD ONLINE VIA MS TEAMS AT 1500 EDT ON 22 MARCH 2024 AT THE FOLLOWING LINK: https://dod.teams.microsoft.us/l/meetup-join/19%3adod%3ameeting_5fa41fe6fa874484b473d8a6ba7921c6%40thread.v2/0?context=%7b%22Tid%22%3a%22fae6d70f-954b-4811-92b6-0530d6f84c43%22%2c%22Oid%22%3a%22e9f6fc39-8f22-44e5-8bd0-64f0cde32305%22%2c%22IsBroadcastMeeting%22%3atrue%7d **UPDATE 14 MARCH 2024 - CYCLE 2 HAS BEEN POSTED TO THE ANNOUNCEMENT. PLEASE REVIEW THE UPDATED ANNOUNCEMENT IN FULL FOR SUBMISSION TIME, UPDATED TOPIC, AND FUNDING AMOUNT AND SCHEDULE CHANGES FROM CYCLE 1** TACTICAL BEHAVIORS FOR AUTONOMOUS MANEUVER COLLABORATIVE RESEARCH PROGRAM (TBAM-CRP) Future Army forces will be called upon to operate and maneuver in multi-domain operations (MDO), against a modern and capable peer adversary. The battlefield of the future may impose additional constraints on maneuver forces such as disruption in communication as well as positioning services. To field a highly capable fighting force in this future battlefield, novel tactics and doctrines leveraging nascent technologies in robotics and autonomous systems (RAS) will need to be developed. Teams of RAS will serve an increasingly critical role in the future force to deliver situational awareness, defend key locations or positions, or take point in dynamic and hazardous situations. Resilience to disruptions, failures, or unexpected scenarios, is a key quality for teams of RAS to operate alongside other future Army forces. The US Army Combat Capabilities Development Command (DEVCOM) Army Research Laboratory (ARL) is focused on developing fundamental understanding and informing the art-of-the-possible for warfighter concepts through research to greatly improve the scope of mission capabilities of teams of RAS, develop robust and resilient approaches to plan under extreme conditions of uncertainty, to learn coordinated strategies for groups of agents to achieve a common objective, all within a complex maneuver environment including adversaries. The Tactical Behaviors for Autonomous Maneuver Collaborative Research Program (TBAM-CRP) is focused on developing and experimentally evaluating coordinated and individual behaviors for small groups of autonomous agents to learn doctrinal as well as novel tactics for maneuvering in military relevant environments. The TBAM-CRP will leverage developments in other internal and extramural programs as well as identify new research directions to find novel solutions to these maneuver problems in analogical simulations representing complex realistic terrain. The Tactical Behaviors for Autonomous Maneuver Collaborative Research Program (TBAM-CRP) will consist of a series of sprint efforts executed with annual program reviews. Each topic will be focused on addressing a different set of scientific areas which will support the research aims of an associated ARL researcher from a related internal essential research program (ERP) or mission-funded program. The TBAM-CRP has been developed in coordination with other related ARL-funded collaborative efforts (see descriptions of ARL collaborative alliances at https://www.arl.army.mil/business/collaborativealliances/) and shares a common vision of highly collaborative academia-industry-government partnerships; however, it will be executed with a program model adapted from the Scalable, Adaptive, and Resilient Autonomy (SARA), which established a new paradigm for collaborative research. Some key properties of this new approach are described below: • TBAM-CRP sprint topics will be offered on a two-year cycle. Proposals will be solicited for a possible two-year period structured as a first-year pilot followed by a second-year option where the option may be awarded based upon progress assessed at an annual review. The FOA will be amended annually to identify a specific problem statement and scope for that specific cycle. The topics for each cycle will be chosen to address the long-term program goal. • Five new topics (Cycles 1-5) are expected in FY22, 24, 26, 28, 30. Each topic will be carefully chosen based on the previous accomplishments in the prior cycle(s), the development of new technologies and capabilities in the broader research and development communities, and the Army’s evolving needs for future capabilities. • For each topic, funding will be provided to those Recipients selected under a cooperative agreement (CA). • Enhanced Research Program funding from ARL or Other Government Agencies (OGAs) may become available during a cycle which provides a mechanism for growth and enhancement within the TBAM-CRP. A proposal should not include any discussion of the Enhanced Research Program. Recipients receiving a CA will be notified and provided details if the opportunity for Enhanced Research Program funding becomes available during their award period of performance. • There is no limitation on the place of performance, although on-site collaboration at ARL facilities and with ARL researchers as well as with other Recipients are encouraged. Research outcomes in this program must, at the very least, be demonstrated in sophisticated simulations of relevant environments. Together with ARL collaborators, these results may be adapted for higher TRL experimentation on surrogate platforms at ARL test facilities such as the Robotics Research Collaboration Campus (R2C2) at Graces Quarters, Aberdeen Proving Ground, Maryland. • Recipients will be furnished with access to the ARL Autonomy Stack software suite as well as all relevant simulation tools and multi-agent learning support. • Recipients will be provided with information about the current state of the Autonomous Systems Enterprise (ASE) with an overview of developments in the associated collaborative research alliances including Distributed and Collaborative Intelligent Systems and Technology (DCIST), Scalable, Adaptive, and Resilient Autonomy (SARA), as well as internal ARL essential research programs including the AI for Maneuver and Mobility (AIMM), Emerging Overmatch Technologies (EOT), and Versatile Tactical Power and Propulsion (VICTOR). Capabilities demonstrated in simulation should reflect significant appropriate developments. This midpoint review is expected to take place as a mini symposium where Recipients can share results with one another along with the ARL community to foster further collaboration. • At the end of the second year, a capstone demonstration will be executed by those Recipients receiving an option to their award in a set of simulated relevant environments, either those environment scenarios provided by the Government and other program performers, or optionally of a specific environment developed by the Recipient to exhibit their developed capability. Any system level capability demonstration that can be made with the internal ARL collaborator or description of capability development and program contribution can also be made at this time. These system demonstrations are expected to coincide to foster further integration and adoption with related internal research programs as well as partner organizations from within the DEVCOM, other Army and DoD service branches and agencies, in addition to other government agencies. Proposals that follow the requirements of the FOA will be evaluated in accordance with merit-based, competitive procedures. These procedures will include evaluation factors and an adjectival and color rating system. A review team, consisting of a qualified group of Government scientists and managers will evaluate the compliant proposals and provide the results of that evaluation to the decision-maker for the Government. Relevant internal research program materials approved for public release and contact information will be provided to potential proposers during introductory presentations to help facilitate identification of collaboration between proposers and individual ARL researchers or internal research programs. Additional connections to ARL programs can be identified during the proposal review process. Eligible applicants under this FOA include institutions of higher education, nonprofit organizations, and for-profit organizations (i.e., large and small businesses) for scientific research in the knowledge domains outlined throughout this Funding Opportunity. Federally Funded Research and Development Centers (FFRDC) may propose as well, with effort as allowed by their sponsoring agency and in accordance with their sponsoring agency policy.
 56e4c5bf-fe1e-4ae1-905b-93a9b53cd8d3 | U.S. National Science Foundation                   | discretionary | posted             | Foundational Research in Robotics                                                                                                                                                                                                                 | grantsgovsupport@nsf.gov                                  | ["unrestricted"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |              |               |             |            | 2020-02-12T06:00:10+00:00 |                                 |                           |                       |                       |                      |                               | ["science_technology_and_other_research_and_development"]                                                                                                                                                                                  | ["grant"]                                                           | f               | 2020-02-12 | The Foundational Research in Robotics (FRR) program, jointly led by the CISE and ENG Directorates, supports research on robotic systems that exhibit significant levels of both computational capability and physical complexity. For the purposes of this program, a robot is defined as intelligence embodied in an engineered construct, with the ability to process information, sense, plan, and move within or substantially alter its working environment. Here intelligence includes a broad class of methods that enable a robot to solve problems or to make contextually appropriate decisions and act upon them. The program welcomes research that considers inextricably interwoven questions of intelligence, computation, and embodiment. Projects may also focus on a distinct aspect of intelligence, computation, or embodiment, as long as the proposed research is clearly justified in the context of a class of robots. The focus of the FRR program is on foundational advances in robotics. Robotics is a deeply interdisciplinary field, and proposals are encouraged across the full range of fundamental engineering and computer science research challenges arising in robotics. To be responsive to the FRR program, each proposal should clearly articulate the following three points: The focus of the research project should be a robot or a class of robots, as defined above. [Is there a robot?] The goal of the project should be to endow a robot or a class of robots with new and useful capabilities or to significantly enhance existing capabilities. [Will a robot gain a new or significantly improved capability?] The intellectual contribution of the proposed work should address fundamental gaps in robotics. [Is robotics essential to the intellectual merit of the proposal?] Meaningful experimental validation on a physical platform is encouraged. Projects that do not represent a direct fundamental contribution to the science of robotics or are better aligned with other existing programs at NSF should not be submitted to the FRR program. Potential investigators are strongly encouraged to discuss their projects with an FRR Program Officer before submission. Non-compliant proposals may be returned without review.
 7af5a10c-9297-4236-abb2-f7cb8b793498 | U.S. National Science Foundation                   | discretionary | posted             | Engineering Design and Systems Engineering                                                                                                                                                                                                        | grantsgovsupport@nsf.gov                                  | ["unrestricted"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |              |               |             |            | 2018-06-12T05:00:11+00:00 |                                 |                           |                       |                       |                      |                               | ["science_technology_and_other_research_and_development"]                                                                                                                                                                                  | ["grant"]                                                           | f               | 2018-06-12 | The Engineering Design and Systems Engineering (EDSE) program supports fundamental research that advances design science and/or systems science through the creation of new knowledge about the design of engineered artifacts. Engineered artifacts include, but are not limited to, devices, products, processes, platforms, materials, organizations, systems, and systems of systems. The program focuses on design as a system, in which designers, the artifacts they create, the methods they use to create them, and the environment in which this occurs are all subject to rigorous scientific inquiry, along with the interactions among these elements. The EDSE program strongly encourages proposals that embrace the multidisciplinary nature of design and supports well-defined collaborations of experts in design science and/or systems science with experts in other domains, including (but not limited to) the social, behavioral, computational, and natural (biological and physical) sciences. Competitive proposals will be firmly grounded in theory, will demonstrate the potential of the proposed work to improve design, and will include a plan to rigorously assess the performance and effectiveness of the proposed research methods across all domains involved. In particular, the EDSE program supports fundamental contributions in areas that include but are not limited to design representation; design optimization; design validation; mechanism design; robotics and intelligent system design; design of engineered materials systems; design cognition; design collaboration; data science and artificial intelligence in design; design in under-resourced communities; immersive design; and design at extreme scales and in extreme environments. Prospective investigators are encouraged to discuss their research ideas with the Program Director in advance of proposal preparation and submission.
 5c3a6ce5-5ac6-4e16-b441-47f4deccd053 | National Institutes of Health                      | discretionary | forecasted         | Pancreatic Cancer Detection Consortium: Research Units (U01 Clinical Trial Optional)                                                                                                                                                              | ncipcdc@nih.gov                                           | ["for_profit_organizations_other_than_small_businesses", "county_governments", "special_district_governments", "other_native_american_tribal_organizations", "city_or_township_governments", "federally_recognized_native_american_tribal_governments", "private_institutions_of_higher_education", "state_governments", "other", "public_and_state_institutions_of_higher_education", "public_and_indian_housing_authorities", "nonprofits_non_higher_education_without_501c3", "small_businesses", "independent_school_districts", "nonprofits_non_higher_education_with_501c3"]        |              |               |             |            | 2026-02-11T12:26:00+00:00 |                                 |                        10 | 2026-12-01            | 2026-07-01            | 2026-04-30           | 2026-12-01                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-02-11 | Through this Notice of Funding Opportunity (NOFO), NCI solicits applications for the Research Units (RUs), one of the two scientific components of the Pancreatic Cancer Detection Consortium (PCDC), to conduct research on early detection of pancreatic ductal adenocarcinoma (PDAC) and characterization of its precursor lesions to identify patients who are at high risk of progression to cancer. The PCDC will continue to address one of the four research priorities identified in the NCI's 2014 Scientific Framework for Pancreatic Ductal Adenocarcinoma (PDAC). The PCDC will support research for the development and testing of new molecular and imaging biomarkers for detecting PDAC early and for identifying patients at high risk of PDAC (because of genetic factors, family history and/or the presence of precursor lesions) who could be candidates for early intervention. The PCDC-RUs will consist of multi-disciplinary teams and will undertake studies to: identify and test biomarkers measurable in bodily fluids for early detection of PDAC and/or its precursor lesions; develop molecular- and/or imaging-based markers of pancreatic cysts and determine which lesions are likely to progress to cancer; develop molecular- and/or imaging-based approaches for screening populations at high risk of PDAC; use machine learning and computational approaches towards biomarker discovery and/or validation; and conduct biomarker validation studies. The PCDC-RUs will also collect longitudinal biospecimens for building a biorepository. Each PCDC-RU is expected to participate in collaborative activities with other PCDC-RUs and share ideas, biospecimens, and data within the Consortium.The other scientific component of the PCDC will be the Management and Data Coordination Unit, which will provide support toward study design, protocol development, statistical analysis, coordination, harmonization, data management and stewardship for the trans-PCDC collaborative projects, including biorepository building effort.
 ca108e77-69f6-4d3a-9723-a1353076a4ad | National Institutes of Health                      | discretionary | posted             | Advancing Bioinformatics, Translational Bioinformatics and Computational Biology Research (R01 Clinical Trial Optional)                                                                                                                           | NLMProgram@nih.gov                                        | ["other_native_american_tribal_organizations", "nonprofits_non_higher_education_with_501c3", "public_and_indian_housing_authorities", "other", "city_or_township_governments", "independent_school_districts", "for_profit_organizations_other_than_small_businesses", "county_governments", "public_and_state_institutions_of_higher_education", "federally_recognized_native_american_tribal_governments", "private_institutions_of_higher_education", "special_district_governments", "small_businesses", "state_governments", "nonprofits_non_higher_education_without_501c3"]        | 2029-05-04   |        250000 |             | 2029-03-05 | 2026-02-11T13:35:41+00:00 |                         2500000 |                        10 |                       |                       |                      |                               | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2026-02-11 | The National Library of Medicine (NLM) seeks applications for research projects that drive groundbreaking innovation and advanced development in the fields of bioinformatics, translational bioinformatics, and computational biology. The primary goal of this initiative is to support the creation and implementation of cutting-edge methods, tools, and approaches that can transform the landscape of biomedical data science. This NOFO aims to address the growing need to leverage transformative technologies — such as artificial intelligence (AI), machine learning, and large-scale computational platforms — to extract actionable knowledge from vast, diverse, and complex biological datasets. By enabling more effective interpretation and integration of multi-dimensional biological and biomedical data, this research will ultimately contribute to improving individual and population health outcomes.
 b19c89bb-baf4-4121-a24f-28891f9b1111 | National Institutes of Health                      | discretionary | forecasted         | Novel Approaches to Advance Precision Aging and Cognitive Health                                                                                                                                                                                  | wagsterm@nia.nih.gov                                      | ["independent_school_districts", "public_and_indian_housing_authorities", "other_native_american_tribal_organizations", "for_profit_organizations_other_than_small_businesses", "federally_recognized_native_american_tribal_governments", "private_institutions_of_higher_education", "county_governments", "special_district_governments", "public_and_state_institutions_of_higher_education", "city_or_township_governments", "other", "nonprofits_non_higher_education_without_501c3", "small_businesses", "nonprofits_non_higher_education_with_501c3", "state_governments"]        |              |               |             |            | 2025-11-24T12:02:29+00:00 |                                 |                           | 2027-07-06            | 2026-10-06            | 2026-08-06           | 2027-07-06                    | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2025-11-24 | The National Institute on Aging (NIA) intends to publish a Notice of Funding Opportunity (NOFO) to solicit applications that develop or incorporate novel, cutting-edge study designs/methods/analytic approaches through the use of machine learning, artificial intelligence, and adaptive designs to allow the discovery of health/function profiles at the level of the individual and that could lead to the implementation of personalized prevention plans/interventions for cognitive/brain health in older adults. The initiative would allow for both basic research in animal models, as well as the development of profiles for humans, which would span levels of analysis from cellular to societal. Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects. This NOFO will utilize the R01 activity code. Investigators with expertise and insights into this area of aging research are encouraged to begin to consider applying for this new NOFO.
 3fa87d49-6854-435b-80c9-7d6739c3a2ee | National Institutes of Health                      | discretionary | forecasted         | Screening for Conditions by Electronic Nose Technology (SCENT III) (Clinical Trial Not Allowed)                                                                                                                                                   | leah.croucher@nih.gov                                     | ["state_governments", "federally_recognized_native_american_tribal_governments", "city_or_township_governments", "small_businesses", "public_and_state_institutions_of_higher_education", "nonprofits_non_higher_education_without_501c3", "private_institutions_of_higher_education", "nonprofits_non_higher_education_with_501c3", "other", "county_governments", "independent_school_districts", "other_native_american_tribal_organizations"]                                                                                                                                         |              |               |             |            | 2025-09-29T16:27:22+00:00 |                                 |                           | 2027-04-05            | 2026-06-05            | 2026-02-05           | 2027-04-05                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2025-09-29 | This NOFO seeks to develop electronic nose technologies that mimic the olfactory system, leading to a robust diagnostic platform subject to validation and regulatory approval. A previous iteration demonstrated the feasibility of developing safe and effective biosensing technologies for volatile organic compound (VOC) signatures from human skin through systems engineering and artificial intelligence. VOCs are biomarkers that underlie the effects of a wide array of diseases. Under this iteration of the NOFO, improved sensing, detection, and analytical technologies will be developed for integration into tools for disease diagnosis and monitoring in everyday settings. These novel technologies will complement traditional blood analysis and other invasive, expensive, and highly technical procedures to monitor the onset, progression, and resolution of disease.NCATS’ vision is to bring more treatments for all people more quickly. The electronic nose platform is noninvasive and makes diagnosis in real time, in situ. This NOFO seeks to improve the translation of existing knowledge for the prevention and treatment of various diseases conditions.Grant authorities that allow the National Center for Advancing Translational Science (NCATS) to forecast this opportunity are as follows: 42 U.S. Code § 287a - Cures Acceleration Network.
 0765e59e-2094-4f96-9d37-fe08934e626c | National Institutes of Health                      | discretionary | forecasted         | Research Council of Finland (RCF) – National Institutes of Health (NIH) Partnership Program                                                                                                                                                       | sarah.scharf@nih.gov                                      | ["other_native_american_tribal_organizations", "county_governments", "state_governments", "independent_school_districts", "nonprofits_non_higher_education_without_501c3", "public_and_indian_housing_authorities", "small_businesses", "nonprofits_non_higher_education_with_501c3", "federally_recognized_native_american_tribal_governments", "private_institutions_of_higher_education", "city_or_township_governments", "public_and_state_institutions_of_higher_education", "for_profit_organizations_other_than_small_businesses", "special_district_governments", "other"]        |              |               |             |            | 2025-09-22T18:21:57+00:00 |                                 |                           | 2027-04-01            | 2026-06-05            | 2025-11-28           | 2027-04-01                    | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2025-09-22 | The Research Council of Finland (RCF)-National Institutes of Health (NIH) Partnership Program established in 2020 fosters the expansion of U.S.-Finland biomedical and behavioral research, generating valuable discoveries and innovations which may lead to enhancements in multiple areas of science and technology that are of mutual benefit to RCF and NIH such as population health, disease prevention, artificial intelligence in health, and quantum sensing in biomedical applications.U.S. institutions will be encouraged to submit applications that must include significant collaboration with Finnish investigators who have received permission from RCF to participate in the joint research program. NIH will support receipt, review, and selection for funding of the projects. RCF will fully fund the Finnish investigators on collaborative grant applications while participating NIH Institutes and Centers (ICs) will fund the U.S. component(s).Authorities that allow Fogarty International Center to forecast this opportunity: Sections 301, 307, and 482 of the Public Health Service Act as amended (42 USC 241, 242, and 287b).
 48b76af5-fee6-4257-92cd-60ba5adc4d73 | National Institutes of Health                      | discretionary | forecasted         | Science Track Award for Research Transition (START) Program                                                                                                                                                                                       | hoang.le@nih.gov                                          | ["nonprofits_non_higher_education_without_501c3", "federally_recognized_native_american_tribal_governments", "private_institutions_of_higher_education", "public_and_state_institutions_of_higher_education", "small_businesses", "other", "special_district_governments", "state_governments", "city_or_township_governments", "county_governments", "independent_school_districts", "public_and_indian_housing_authorities", "other_native_american_tribal_organizations", "for_profit_organizations_other_than_small_businesses", "nonprofits_non_higher_education_with_501c3"]        |              |        100000 |             |            | 2025-09-10T16:03:36+00:00 |                                 |                           | 2026-12-01            | 2026-02-16            | 2025-12-15           | 2026-12-01                    | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2025-09-10 | The National Institute on Drug Abuse (NIDA) seeks to advance its mission by providing seed funding for projects that build expertise and enable research at the intersection of substance use research and one or more of the following fields:Discovery and development of new chemical entities or biologics to advance therapeutic interventions for substance use disorders (SUDs) and drug dependenceDevelopment and application of brain imaging tools or brain imaging methodsApplication of innovative neurocognitive and behavioral science tools or paradigmsApplication of advanced data science techniques and innovative computational methods, including artificial intelligenceResearch that can lead to advancing basic, clinical, translational, epidemiological, or intervention science regarding substance use and HIV/AIDSProjects funded by the Science Track Award for Research Transition (START) program are expected to yield findings that will lead to new concepts or guide the design of more comprehensive studies and serve as preliminary data for a larger R or equivalent applications. Early stage and new investigators, as well as investigators new to substance use or AIDS research, are encouraged to apply. Grant Authorities that allow NIDA to forecast this opportunity are as follows: Section 301 (42 U.S.C. § 241) and Section 405 (42 U.S.C. § 284).
 54f77fd7-7117-4d57-b433-20c3fd323434 | National Institutes of Health                      | discretionary | forecasted         | Interdisciplinary Research to Understand the Complex Biology of Resilience to Alzheimer’s and Related Dementias Disease Risk                                                                                                                      | petanceskas@nia.nih.gov                                   | ["city_or_township_governments", "county_governments", "independent_school_districts", "special_district_governments", "federally_recognized_native_american_tribal_governments", "nonprofits_non_higher_education_without_501c3", "public_and_state_institutions_of_higher_education", "other_native_american_tribal_organizations", "public_and_indian_housing_authorities", "for_profit_organizations_other_than_small_businesses", "nonprofits_non_higher_education_with_501c3", "small_businesses", "other", "state_governments", "private_institutions_of_higher_education"]        |              |               |             |            | 2025-09-03T14:06:52+00:00 |                                 |                           | 2027-04-05            | 2026-06-05            | 2026-02-26           | 2027-04-05                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2025-09-03 | The National Institute on Aging (NIA) intends to publish a Notice of Funding Opportunity (NOFO) that builds upon its investment in data-driven approaches for the purpose of defining molecular mechanisms of resilience in the presence of various types of Alzheimer's disease (AD) and AD-related dementias (ADRD) risk. The goal of this NOFO is to build a robust program that integrates epidemiologic, genomic, and mechanistic research through the use of data driven, systems-based approaches (including the use of artificial intelligence and/or machine learning methods) to discover the molecular/cellular determinants of resilience to AD/ADRD risk across representative populations. The initiative will support the generation of high-dimensional molecular data from brain and peripheral tissues, including longitudinal data, to enable dynamic modeling of resilience mechanisms and to discover molecular predictors of resilience.Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects. This NOFO intends to utilize the U01 activity code. Investigators with expertise and insights into this area of aging research are encouraged to begin to consider applying for this new NOFO.
 11a1ba17-6aeb-4de1-b138-635a62b81cdb | National Institutes of Health                      | discretionary | forecasted         | Novel Experiential Technologies Assisting Individual Learning (NExT AI) Hubs                                                                                                                                                                      | virginia.salo@nih.gov                                     | ["state_governments", "private_institutions_of_higher_education", "nonprofits_non_higher_education_with_501c3", "other_native_american_tribal_organizations", "federally_recognized_native_american_tribal_governments", "for_profit_organizations_other_than_small_businesses", "small_businesses", "public_and_indian_housing_authorities", "public_and_state_institutions_of_higher_education", "independent_school_districts", "county_governments"]                                                                                                                                  |              |               |             |            | 2025-07-08T17:52:22+00:00 |                                 |                           | 2026-12-01            | 2026-06-04            | 2026-03-06           | 2026-12-01                    | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2025-07-08 | The Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD) seeks to advance its mission through the Novel Experiential Technologies Assisting Individual learning Hubs (NExT AI Hubs) initiative, using a Centers program. The new Centers will carry out research on understudied, highly innovative, and high-risk research topics related to the impact of Artificial Intelligence (AI) technologies on developmental outcomes in children at risk for developing, or who have been diagnosed with, a specific learning disability (SLD) impacting reading, writing, and mathematics. Grant authorities that allow the Eunice Kennedy Shriver National Institute of Child Health and Human Development to forecast this opportunity are as follows: Public Health Service Act, Section 301, 448 and 487, as amended, Public Laws 78-410 and 99-158, as amended, 42 U.S.C. 241; 42 U.S.C. 285g; 42 U.S.C. 288; Small Business Research and Development Enhancement Act of 1992, Public Law 102-564, Public Law 118-47.
 afb03ca4-ddb4-4fee-8813-c19520fb09ab | National Institutes of Health                      | discretionary | forecasted         | Notice of Intent to Publish a Funding Opportunity Announcement for Impact of Technology and Digital Media Exposure Usage on Child and Adolescent Development                                                                                      | brett.miller@nih.gov                                      | ["other_native_american_tribal_organizations", "independent_school_districts", "federally_recognized_native_american_tribal_governments", "small_businesses", "county_governments", "for_profit_organizations_other_than_small_businesses", "nonprofits_non_higher_education_with_501c3", "public_and_state_institutions_of_higher_education", "private_institutions_of_higher_education", "public_and_indian_housing_authorities", "state_governments"]                                                                                                                                  |              |               |             |            | 2025-05-21T18:38:41+00:00 |                         3000000 |                           | 2027-04-01            | 2026-06-30            | 2026-03-01           | 2027-04-01                    | ["health"]                                                                                                                                                                                                                                 | ["grant"]                                                           | f               | 2025-06-25 | The Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD) intends to publish a Notice of Funding Opportunity (NOFO) to solicit applications for research on the impact of technology and digital media on children and adolescents. Technology and digital media (TDM) encompasses social media, applications, websites, television, motion pictures, artificial intelligence, mobile devices, computers, video games, virtual and augmented reality, and other content, networks, or platforms disseminated through the internet, broadcasted, or other media technologies, as applicable. Collectively, they have become an integral part of our children’s and families’ daily lives. Most children and adolescents now engage with TDM starting from an early age, often with high levels of exposure across multiple devices and contexts and involving a wide range of content. There is therefore an urgent need to understand how TDM use and exposure impacts children’s health and development, as well as how it alters the very nature of interactions between children and their family members, peers, and society at large. As TDM has evolved with breathtaking speed, our understanding of its impacts – whether positive, neutral, or negative – on children’s health and development has not kept pace. This initiative intends to address this expanding gap by inviting research proposals on the impact of TDM on children and adolescents, including potential broader effects on their families and communities. Please note that applications are not being solicited at this time. This notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects. This NOFO will utilize a phased R61/R33 mechanism. Investigators with interests at the intersection of TDM and child/adolescent development are encouraged to apply. In addition, collaborative teams that combine expertise across domains such as behavioral sciences, cognition and learning, computational and statistical modeling, computer science, geographic information science, library and information sciences, neurodevelopment, pediatrics, social and affective development and social sciences will be encouraged, and these investigators should also consider applying for this opportunity.
